Exercicio,Orgao,Unidade_Orcamentaria,Programa_de_Trabalho,Acao,Descricao_Acao,Fonte_de_Recursos,Descricao_Fonte,Elemento_Despesa,Descricao_Elemento,Item_Despesa,Descricao_item_Despesa,Orcamento_Atualizado,Empenhado,Liquidado,Pago,Pago_Restos_Pagar
2016,15,03,15031545103191796,1796,URBANIZACAO E REVITALIZACAO EM ESPACOS PUBLICOS,100,100 - ORDINARIOS NAO VINCULADOS,449093,Indenizações e Restituições,44909301,Indenizações E Restituições,0,0,0,0,2741075 4100000001
2016,15,03,15031545103191796,1796,URBANIZACAO E REVITALIZACAO EM ESPACOS PUBLICOS,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449093,Indenizações e Restituições,44909301,Indenizações E Restituições,0,3862308 3599999999,3862308 3599999999,3800987 1400000001,3800987 1400000001
2016,15,03,15031545103198615,8615,PRACAS URBANIZADAS NA AP 5 - EL 0736/16,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,0,0,0,0,0
2016,15,03,15031545103198616,8616,INTERVENCAO E REVITALIZACAO DO PARQUE ORLANDO LEITE NO BAIRRO DE CASCADURA - XV R.A - EL 5,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,0,0,0,0,0
2016,15,03,15031545103198617,8617,URBANIZACAO E REVITALIZACAO DA VILA OLIMPICA DA ILHA E SEU ENTORNO - EL 5157/16,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,0,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,3842214,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903909,SERVIÇOS DE ENGENHARIA DE CARÁTER EVENTUAL,0,1922977,1922976 9999999998,1922977,3101287 6399999997
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,142971224 07999998,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905100,Obras E Instalações,152584846 73000002,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,146,146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS,449051,Obras e Instalações,44905100,Obras E Instalações,89542067 370000005,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,151,151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009,449051,Obras e Instalações,44905100,Obras E Instalações,530417 23999999999,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,2705157 6699999999,2705157 6700000092,2705157 669999985,95826553 459999979
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,147553689 16,147308989 68000001,130583489 36,130583489 36
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,146,146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,89541966 030000001,89541966 030000001,89526966 030000001,89526966 030000001
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,151,151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,307686 31999999995,307686 32000000001,307686 32000000001,307686 32000000001
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449092,Despesas de Exercícios Anteriores,44909200,Despesas De Exercícios Anteriores,590000,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449092,Despesas de Exercícios Anteriores,44909200,Despesas De Exercícios Anteriores,229166 57000000001,0,0,0,0
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,100,100 - ORDINARIOS NAO VINCULADOS,449092,Despesas de Exercícios Anteriores,44909201,Execução De Obras E Projetos De Ampliação  Reconstrução E Reformas,0,0,0,0,1226054 72
2016,15,03,15031545103531718,1718,REVITALIZACAO COM OBRAS DE PAVIMENTACAO E DRENAGEM EM DIVERSOS LOGRADOUROS,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449092,Despesas de Exercícios Anteriores,44909201,Execução De Obras E Projetos De Ampliação  Reconstrução E Reformas,0,229166 57000000001,229166 57000000001,229166 57000000001,229166 57000000001
2016,15,03,15031545103538618,8618,PROGRAMA BAIRRO MARAVILHA OESTE - EL 0735/16,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,0,0,0,0,0
2016,15,03,15031545103538619,8619,EXECUCAO DE OBRAS DO PROGRAMA BAIRRO MARAVILHA NO BAIRRO DE AGUA SANTA - XIII RA AP-3.1 -,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,0,0,0,0,0
2016,15,03,15031545103651719,1719,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSCARIOCA,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,1000,0,0,0,0
2016,15,03,15031545103651719,1719,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSCARIOCA,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,0,0,0,295064 20000000001
2016,15,03,15031545103651719,1719,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSCARIOCA,100,100 - ORDINARIOS NAO VINCULADOS,449061,Aquisição de Imóveis,44906100,Aquisição De Imóveis,16814 700000000001,0,0,0,0
2016,15,03,15031545103651719,1719,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSCARIOCA,100,100 - ORDINARIOS NAO VINCULADOS,449061,Aquisição de Imóveis,44906101,Desapropriações,0,11281 43,11281 43,11281 43,987715 63
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,14682387 460000001,0,0,0,0
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,101,101 - ORDINARIOS NAO VINCULADOS - CONTRAPARTIDA DE OPERACOES DE CREDITO,449051,Obras e Instalações,44905100,Obras E Instalações,0,0,0,0,0
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905100,Obras E Instalações,370464168 47999996,0,0,0,0
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,112,112 - OPERACOES DE CREDITO CONTRATUAIS A REALIZAR,449051,Obras e Instalações,44905100,Obras E Instalações,304472279 87,0,0,0,0
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,2475202 0700000003,2475202 0700000012,2475202 0699999994,2475202 0699999994
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,370433056 98000002,370433056 9799999,369127046 63999999,503076124 31999999
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449092,Despesas de Exercícios Anteriores,44909200,Despesas De Exercícios Anteriores,135046020 47,0,0,0,0
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449092,Despesas de Exercícios Anteriores,44909201,Execução De Obras E Projetos De Ampliação  Reconstrução E Reformas,0,134803093 96000001,134803093 96000001,130969118 68000001,130969118 68000001
2016,15,03,15031545103661720,1720,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOLIMPICA,100,100 - ORDINARIOS NAO VINCULADOS,449093,Indenizações e Restituições,44909300,Indenizações E Restituições,0,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,443051,Obras e Instalações,44305100,OBRAS E INSTALACOES,15519881 659999996,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,443051,Obras e Instalações,44305100,OBRAS E INSTALACOES,31276575 710000001,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,443051,Obras e Instalações,44305101,EXECUCAO DE OBRAS E PROJETOS,0,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,443051,Obras e Instalações,44305101,EXECUCAO DE OBRAS E PROJETOS,0,29135840 899999999,29135840 899999999,29135840 899999999,29135840 899999999
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,10265034 579999998,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905100,Obras E Instalações,36909738 509999998,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,151,151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009,449051,Obras e Instalações,44905100,Obras E Instalações,1465085 2,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,340,340 - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE - EXERCICIOS ANTERIORES,449051,Obras e Instalações,44905100,Obras E Instalações,2936092,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,346,346 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS - EXERCICIOS ANTERIORES,449051,Obras e Instalações,44905100,Obras E Instalações,7192801 3899999997,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,1788322 8899999999,1788322 8899999987,1788322 8899999987,2640327 6999999988
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,36909736 530000001,36909736 530000001,36909736 530000001,49768586 109999999
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,151,151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,340,340 - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE - EXERCICIOS ANTERIORES,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,2936092,2936092,2936092,2936092
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,346,346 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS - EXERCICIOS ANTERIORES,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,449092,Despesas de Exercícios Anteriores,44909200,Despesas De Exercícios Anteriores,1389290 05,0,0,0,0
2016,15,03,15031545103671721,1721,INFRAESTRUTURA VIARIA E DE OBRAS DE ARTES ESPECIAIS - TRANSOESTE,100,100 - ORDINARIOS NAO VINCULADOS,449092,Despesas de Exercícios Anteriores,44909201,Execução De Obras E Projetos De Ampliação  Reconstrução E Reformas,0,1389289 9299999999,1389289 9299999999,1389289 9299999999,1389289 9299999999
2016,15,03,15031545104041792,1792,OBRAS DE REQUALIFICACAO URBANA DA AVENIDA RIO BRANCO,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,1000,0,0,0,0
2016,15,03,15031545104051793,1793,OBRAS DE REQUALIFICACAO URBANA DA CIDADE NOVA,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,1000,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,10297658,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903909,SERVIÇOS DE ENGENHARIA DE CARÁTER EVENTUAL,0,7153115 3900000006,7153115 3900000006,7153115 3900000006,8021952 7300000004
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,27473591,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,101,101 - ORDINARIOS NAO VINCULADOS - CONTRAPARTIDA DE OPERACOES DE CREDITO,449051,Obras e Instalações,44905100,Obras E Instalações,41560114,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905100,Obras E Instalações,320395134 74000001,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,146,146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS,449051,Obras e Instalações,44905100,Obras E Instalações,22790815 510000002,0,0,0,0
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,6473588 5800000019,6473588 5799999982,6473588 5799999982,8237482 6099999985
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,101,101 - ORDINARIOS NAO VINCULADOS - CONTRAPARTIDA DE OPERACOES DE CREDITO,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,41553853 890000001,41553853 890000001,41553853 890000001,46379477 960000001
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,110,110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,289693904 20999998,289693904 20999998,289693904 20999998,289693904 20999998
2016,15,03,15031545104111753,1753,IMPLANTACAO DO BRT TRANSBRASIL,146,146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS,449051,Obras e Instalações,44905101,Execução Das Obras E Projetos,0,22790815 510000002,22790815 510000002,22790815 510000002,22790815 510000002
2016,15,03,15031545204061774,1774,ASFALTO LISO - GESTAO INTEGRADA DE VIAS PUBLICAS,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,437132,0,0,0,0
2016,15,03,15031545204061774,1774,ASFALTO LISO - GESTAO INTEGRADA DE VIAS PUBLICAS,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903909,SERVIÇOS DE ENGENHARIA DE CARÁTER EVENTUAL,0,437131 66999999998,437131 66999999998,437131 66999999993,512608 2099999999
2016,15,06,15061545103191742,1742,ELABORACAO DE PROJETOS E APOIO TECNICO PARA URBANIZACAO  CONSTRUCAO  REFORMA E REALOCACAO,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903900,Outros Serviços De Terceiros  - Pessoa Jurídica,1000,0,0,0,0
2016,15,06,15061545103191742,1742,ELABORACAO DE PROJETOS E APOIO TECNICO PARA URBANIZACAO  CONSTRUCAO  REFORMA E REALOCACAO,100,100 - ORDINARIOS NAO VINCULADOS,449039,Outros Serviços de Terceiros - Pessoa Jurídica,44903909,SERVIÇOS DE ENGENHARIA DE CARÁTER EVENTUAL,0,0,0,0,93251 539999999994
2016,15,06,15061545103191742,1742,ELABORACAO DE PROJETOS E APOIO TECNICO PARA URBANIZACAO  CONSTRUCAO  REFORMA E REALOCACAO,100,100 - ORDINARIOS NAO VINCULADOS,449051,Obras e Instalações,44905100,Obras E Instalações,1000,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,200,200 - RECEITA PROPRIA DE AUTARQUIAS  FUNDACOES E EMPRESAS,339014,Diárias - Civil,33901400,Diárias - Civil,12810,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,200,200 - RECEITA PROPRIA DE AUTARQUIAS  FUNDACOES E EMPRESAS,339014,Diárias - Civil,33901401,Diárias,0,1175,1175,1175,1175
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903000,Material De Consumo,28974,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,200,200 - RECEITA PROPRIA DE AUTARQUIAS  FUNDACOES E EMPRESAS,339030,Material de Consumo,33903000,Material De Consumo,25954,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903001,Materiais E Utensílios Em Geral Para Copa  Cozinha  Mesa  Dormitório E Banho,0,3276,3276,3276,3276
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903003,Material Para Escritório E  Expediente,0,11296 529999999999,11296 530000000001,11296 529999999999,11296 529999999999
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903010,Materiais Para Conservação E Manutenção De Bens Móveis E Imóveis,0,7210,7210,7210,7210
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903024,Genêros Alimentícios  Inclusive Bebidas,0,5483 8000000000002,5483 8000000000011,5483 7999999999993,6096 9999999999991
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339033,Passagens e Despesas com Locomoção,33903300,Passagens E Despesas Com Locomoção,12223,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339033,Passagens e Despesas com Locomoção,33903302,Passagens,0,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339036,Outros Serviços de Terceiros - Pessoa Física,33903600,Outros Serviços De Terceiros - Pessoa Física,83990,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339036,Outros Serviços de Terceiros - Pessoa Física,33903607,Serviços Prestados Por Estudantes,0,82058 649999999994,82058 649999999994,82058 649999999994,82058 649999999994
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903700,Locação De Mão-De-Obra,128163,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903701,Serviço de Limpeza  Conservação  Higiene e Copa por Pessoa Jurídica,0,79243 919999999998,79243 919999999998,79243 920000000013,86034 210000000021
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903709,Serviço de Apoio Administrativo e Operacional,0,9828 5,9828 5,9828 5,11897 66
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,69188,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,200,200 - RECEITA PROPRIA DE AUTARQUIAS  FUNDACOES E EMPRESAS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,23402,0,0,0,0
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903901,Serviços De Correspondência,0,5160 8999999999996,5160 8999999999996,5160 8999999999996,5585 7699999999995
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903907,Serviços Administrativos De Caráter Eventual,0,5675 21,5675 21,5675 21,5675 21
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903915,Seguros Em Geral  Exceto O Decorrente De Obrigação Patronal,0,791 27999999999997,791 27999999999997,791 27999999999997,791 27999999999997
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903918,Treinamento De Pessoal Por Pessoa Jurídica,0,2740,2740,2740,2740
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903929,Máquinas  Equipamentos  Móveis e Utensílios - Locação,0,13300,13300,13300,17500
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,200,200 - RECEITA PROPRIA DE AUTARQUIAS  FUNDACOES E EMPRESAS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903932,Serviços Bancários,0,51 969999999999999,51 969999999999999,51 970000000000006,51 970000000000006
2016,15,41,15411512203844164,4164,APOIO ADMINISTRATIVO - ADM. INDIRETA - HABITACAO E URBANIZACAO,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903934,Despesas Miúdas De Pronto Pagamento E/Ou De Caráter Extraordinário Ou Urgente,0,4034 6900000000001,4034 6900000000001,4034 6900000000001,4034 6900000000001
